County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Island County,2021-01-24,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Island County,2021-01-31,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Island County,2021-02-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Island County,2021-02-21,3,0,0,1,1,0,1,0,2021/05/10 12:56:27
Island County,2021-03-07,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,2021-03-14,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Island County,2021-03-28,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Island County,2021-04-04,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Island County,2021-04-11,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Island County,2021-04-18,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Island County,2021-04-25,3,0,0,0,3,0,0,0,2021/05/10 12:56:27
Island County,2021-05-02,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Jefferson County,2020-03-01,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-03-08,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-03-15,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-03-22,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-05-03,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,2020-06-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-06-21,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-07-12,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Jefferson County,2020-08-16,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Jefferson County,2020-10-11,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,2020-10-25,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,2020-11-08,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2020-11-22,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Jefferson County,2020-11-29,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,2020-12-27,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Jefferson County,2021-01-03,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Jefferson County,2021-01-31,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Jefferson County,2021-02-14,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,2021-03-14,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,2021-04-11,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Jefferson County,2021-04-18,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Jefferson County,2021-05-02,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
King County,2020-01-19,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
King County,2020-01-26,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
King County,2020-02-02,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
King County,2020-02-09,6,0,0,1,0,1,4,0,2021/05/10 12:56:27
King County,2020-02-16,16,0,1,1,2,4,8,0,2021/05/10 12:56:27
King County,2020-02-23,30,0,1,2,8,12,7,0,2021/05/10 12:56:27
King County,2020-03-01,87,0,4,2,14,26,41,0,2021/05/10 12:56:27
King County,2020-03-08,117,1,2,12,18,51,33,0,2021/05/10 12:56:27
King County,2020-03-15,138,0,7,13,28,45,45,0,2021/05/10 12:56:27
King County,2020-03-22,224,2,8,33,64,69,48,0,2021/05/10 12:56:27
King County,2020-03-29,263,2,18,38,64,78,62,1,2021/05/10 12:56:27
King County,2020-04-05,193,1,13,26,50,61,42,0,2021/05/10 12:56:27
King County,2020-04-12,141,2,11,25,40,35,28,0,2021/05/10 12:56:27
King County,2020-04-19,122,0,8,21,27,41,25,0,2021/05/10 12:56:27
King County,2020-04-26,81,0,6,16,21,20,18,0,2021/05/10 12:56:27
King County,2020-05-03,63,0,9,12,13,14,15,0,2021/05/10 12:56:27
King County,2020-05-10,57,1,7,11,18,8,12,0,2021/05/10 12:56:27
King County,2020-05-17,53,0,5,7,18,11,12,0,2021/05/10 12:56:27
King County,2020-05-24,39,1,3,7,8,5,15,0,2021/05/10 12:56:27
King County,2020-05-31,28,1,5,4,7,7,4,0,2021/05/10 12:56:27
King County,2020-06-07,25,0,2,6,9,5,3,0,2021/05/10 12:56:27
King County,2020-06-14,32,3,3,4,5,6,11,0,2021/05/10 12:56:27
King County,2020-06-21,50,1,7,19,6,10,7,0,2021/05/10 12:56:27
King County,2020-06-28,40,0,3,11,13,8,5,0,2021/05/10 12:56:27
King County,2020-07-05,59,1,9,12,19,11,6,1,2021/05/10 12:56:27
King County,2020-07-12,60,0,6,12,24,13,5,0,2021/05/10 12:56:27
King County,2020-07-19,50,1,6,10,19,9,5,0,2021/05/10 12:56:27
King County,2020-07-26,77,2,11,10,22,17,15,0,2021/05/10 12:56:27
King County,2020-08-02,57,0,4,11,14,15,13,0,2021/05/10 12:56:27
King County,2020-08-09,58,0,4,11,17,18,8,0,2021/05/10 12:56:27
King County,2020-08-16,56,0,6,10,16,17,7,0,2021/05/10 12:56:27
King County,2020-08-23,32,0,4,3,13,6,6,0,2021/05/10 12:56:27
King County,2020-08-30,48,2,6,10,10,15,5,0,2021/05/10 12:56:27
King County,2020-09-06,27,2,2,4,7,9,3,0,2021/05/10 12:56:27
King County,2020-09-13,21,1,1,2,9,6,2,0,2021/05/10 12:56:27
King County,2020-09-20,44,1,3,9,11,12,8,0,2021/05/10 12:56:27
King County,2020-09-27,40,3,4,3,10,12,8,0,2021/05/10 12:56:27
King County,2020-10-04,50,1,2,8,14,14,11,0,2021/05/10 12:56:27
King County,2020-10-11,51,2,8,7,14,16,4,0,2021/05/10 12:56:27
King County,2020-10-18,57,3,4,6,11,17,16,0,2021/05/10 12:56:27
King County,2020-10-25,58,2,8,13,13,14,8,0,2021/05/10 12:56:27
King County,2020-11-01,105,1,7,16,27,36,18,0,2021/05/10 12:56:27
King County,2020-11-08,168,4,19,33,41,45,26,0,2021/05/10 12:56:27
King County,2020-11-15,196,4,20,39,53,46,34,0,2021/05/10 12:56:27
King County,2020-11-22,182,4,10,20,58,57,33,0,2021/05/10 12:56:27
King County,2020-11-29,201,3,15,37,53,55,38,0,2021/05/10 12:56:27
King County,2020-12-06,216,11,20,19,59,65,42,0,2021/05/10 12:56:27
King County,2020-12-13,194,2,10,35,41,66,40,0,2021/05/10 12:56:27
King County,2020-12-20,186,7,14,34,46,55,30,0,2021/05/10 12:56:27
King County,2020-12-27,166,3,14,20,43,51,35,0,2021/05/10 12:56:27
King County,2021-01-03,163,5,16,18,44,49,31,0,2021/05/10 12:56:27
King County,2021-01-10,126,6,7,16,23,41,33,0,2021/05/10 12:56:27
King County,2021-01-17,124,3,7,13,36,39,26,0,2021/05/10 12:56:27
King County,2021-01-24,103,1,14,23,18,28,19,0,2021/05/10 12:56:27
King County,2021-01-31,89,3,7,13,24,27,15,0,2021/05/10 12:56:27
King County,2021-02-07,71,1,3,13,14,22,18,0,2021/05/10 12:56:27
King County,2021-02-14,55,1,4,11,18,12,9,0,2021/05/10 12:56:27
King County,2021-02-21,45,3,3,10,9,12,8,0,2021/05/10 12:56:27
King County,2021-02-28,43,4,8,12,9,6,4,0,2021/05/10 12:56:27
King County,2021-03-07,40,0,4,9,13,10,4,0,2021/05/10 12:56:27
King County,2021-03-14,69,3,8,13,29,14,2,0,2021/05/10 12:56:27
King County,2021-03-21,71,2,8,15,21,12,13,0,2021/05/10 12:56:27
King County,2021-03-28,88,4,15,22,25,18,4,0,2021/05/10 12:56:27
King County,2021-04-04,107,7,12,35,29,10,14,0,2021/05/10 12:56:27
King County,2021-04-11,124,4,20,37,39,19,5,0,2021/05/10 12:56:27
King County,2021-04-18,138,7,25,38,43,16,9,0,2021/05/10 12:56:27
King County,2021-04-25,130,5,22,35,40,19,9,0,2021/05/10 12:56:27
King County,2021-05-02,83,1,13,24,26,11,8,0,2021/05/10 12:56:27
King County,2021-05-09,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-03-01,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-03-08,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-03-15,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-03-22,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-03-29,14,0,2,2,3,3,4,0,2021/05/10 12:56:27
Kitsap County,2020-04-05,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Kitsap County,2020-04-19,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-05-17,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-06-07,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-06-14,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-06-21,5,0,1,1,2,0,1,0,2021/05/10 12:56:27
Kitsap County,2020-06-28,2,1,1,0,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-07-05,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Kitsap County,2020-07-12,8,0,1,3,3,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-07-19,6,0,1,0,3,1,1,0,2021/05/10 12:56:27
Kitsap County,2020-07-26,4,0,1,1,1,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-08-02,5,0,0,2,2,1,0,0,2021/05/10 12:56:27
Kitsap County,2020-08-09,8,1,0,0,3,3,1,0,2021/05/10 12:56:27
Kitsap County,2020-08-16,9,0,0,2,2,4,1,0,2021/05/10 12:56:27
Kitsap County,2020-08-23,8,0,0,3,3,2,0,0,2021/05/10 12:56:27
Kitsap County,2020-08-30,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-09-06,10,0,2,1,2,3,2,0,2021/05/10 12:56:27
Kitsap County,2020-09-13,2,0,1,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,2020-09-20,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-09-27,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Kitsap County,2020-10-04,6,0,2,0,4,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-10-11,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-10-18,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Kitsap County,2020-10-25,4,0,0,1,1,2,0,0,2021/05/10 12:56:27
Kitsap County,2020-11-01,8,0,1,0,3,3,1,0,2021/05/10 12:56:27
Kitsap County,2020-11-08,8,0,0,1,0,4,3,0,2021/05/10 12:56:27
Kitsap County,2020-11-15,7,0,0,1,1,4,1,0,2021/05/10 12:56:27
Kitsap County,2020-11-22,7,0,0,0,1,4,2,0,2021/05/10 12:56:27
Kitsap County,2020-11-29,9,0,0,1,1,5,2,0,2021/05/10 12:56:27
Kitsap County,2020-12-06,5,0,0,1,4,0,0,0,2021/05/10 12:56:27
Kitsap County,2020-12-13,7,0,0,0,4,2,1,0,2021/05/10 12:56:27
Kitsap County,2020-12-20,13,1,1,1,1,6,3,0,2021/05/10 12:56:27
Kitsap County,2020-12-27,12,1,0,1,2,5,3,0,2021/05/10 12:56:27
Kitsap County,2021-01-03,10,0,0,1,2,3,4,0,2021/05/10 12:56:27
Kitsap County,2021-01-10,7,0,0,1,2,2,2,0,2021/05/10 12:56:27
Kitsap County,2021-01-17,15,0,0,1,3,5,6,0,2021/05/10 12:56:27
Kitsap County,2021-01-24,7,0,0,1,4,2,0,0,2021/05/10 12:56:27
Kitsap County,2021-01-31,9,1,0,0,3,4,1,0,2021/05/10 12:56:27
Kitsap County,2021-02-07,7,0,1,0,3,1,2,0,2021/05/10 12:56:27
Kitsap County,2021-02-14,7,0,0,2,1,2,2,0,2021/05/10 12:56:27
Kitsap County,2021-02-21,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Kitsap County,2021-02-28,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Kitsap County,2021-03-07,5,0,0,1,1,3,0,0,2021/05/10 12:56:27
Kitsap County,2021-03-14,4,0,1,0,1,2,0,0,2021/05/10 12:56:27
Kitsap County,2021-03-21,8,1,0,1,4,2,0,0,2021/05/10 12:56:27
Kitsap County,2021-03-28,7,0,0,3,1,2,1,0,2021/05/10 12:56:27
Kitsap County,2021-04-04,8,0,0,2,1,4,1,0,2021/05/10 12:56:27
Kitsap County,2021-04-11,14,0,3,2,1,5,3,0,2021/05/10 12:56:27
Kitsap County,2021-04-18,15,0,2,3,5,3,2,0,2021/05/10 12:56:27
Kitsap County,2021-04-25,9,0,1,1,4,2,1,0,2021/05/10 12:56:27
Kitsap County,2021-05-02,8,0,1,0,1,6,0,0,2021/05/10 12:56:27
Kittitas County,2020-04-26,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,2020-05-24,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Kittitas County,2020-06-21,3,0,0,0,1,2,0,0,2021/05/10 12:56:27
Kittitas County,2020-07-05,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,2020-07-12,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,2020-07-19,8,0,0,0,0,2,6,0,2021/05/10 12:56:27
Kittitas County,2020-07-26,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Kittitas County,2020-08-02,4,0,1,1,1,1,0,0,2021/05/10 12:56:27
Kittitas County,2020-09-06,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,2020-09-20,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,2020-09-27,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,2020-10-04,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,2020-10-25,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,2020-11-15,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,2020-11-22,5,0,0,1,2,1,1,0,2021/05/10 12:56:27
Kittitas County,2020-12-06,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kittitas County,2020-12-13,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Kittitas County,2020-12-20,6,0,0,3,0,1,2,0,2021/05/10 12:56:27
Kittitas County,2020-12-27,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Kittitas County,2021-01-03,6,0,0,0,0,6,0,0,2021/05/10 12:56:27
Kittitas County,2021-01-10,4,0,0,0,1,1,2,0,2021/05/10 12:56:27
Kittitas County,2021-01-17,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Kittitas County,2021-01-24,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Kittitas County,2021-01-31,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kittitas County,2021-02-14,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kittitas County,2021-02-28,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,2021-03-07,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kittitas County,2021-03-21,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Kittitas County,2021-04-18,3,1,0,1,1,0,0,0,2021/05/10 12:56:27
Kittitas County,2021-04-25,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Kittitas County,2021-05-02,3,0,1,1,1,0,0,0,2021/05/10 12:56:27
Klickitat County,2020-03-15,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2020-03-22,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,2020-04-05,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,2020-04-12,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,2020-06-14,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Klickitat County,2020-07-19,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,2020-09-06,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Klickitat County,2020-10-04,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2020-11-08,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2020-11-22,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,2020-11-29,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2021-01-03,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2021-01-10,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Klickitat County,2021-02-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,2021-04-18,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,2020-03-08,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,2020-03-29,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Lewis County,2020-04-05,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,2020-04-19,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,2020-05-10,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,2020-05-17,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,2020-06-14,3,0,1,0,0,1,1,0,2021/05/10 12:56:27
Lewis County,2020-06-21,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Lewis County,2020-06-28,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,2020-07-12,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Lewis County,2020-07-19,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,2020-07-26,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,2020-08-02,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Lewis County,2020-08-09,4,0,0,2,0,2,0,0,2021/05/10 12:56:27
Lewis County,2020-08-16,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Lewis County,2020-08-30,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Lewis County,2020-09-06,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Lewis County,2020-09-13,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,2020-09-20,4,0,0,2,1,0,1,0,2021/05/10 12:56:27
Lewis County,2020-09-27,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Lewis County,2020-10-04,3,1,0,0,1,0,1,0,2021/05/10 12:56:27
Lewis County,2020-10-11,5,0,0,1,2,1,1,0,2021/05/10 12:56:27
Lewis County,2020-10-18,6,0,0,0,2,4,0,0,2021/05/10 12:56:27
Lewis County,2020-10-25,3,0,1,1,1,0,0,0,2021/05/10 12:56:27
Lewis County,2020-11-01,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Lewis County,2020-11-08,5,0,0,0,2,2,1,0,2021/05/10 12:56:27
Lewis County,2020-11-15,8,0,1,2,0,5,0,0,2021/05/10 12:56:27
Lewis County,2020-11-22,10,0,1,0,2,6,1,0,2021/05/10 12:56:27
Lewis County,2020-11-29,20,1,4,0,4,9,2,0,2021/05/10 12:56:27
Lewis County,2020-12-06,10,1,1,1,4,1,2,0,2021/05/10 12:56:27
Lewis County,2020-12-13,16,3,3,3,2,3,2,0,2021/05/10 12:56:27
Lewis County,2020-12-20,8,0,1,0,1,4,2,0,2021/05/10 12:56:27
Lewis County,2020-12-27,11,0,2,2,2,4,1,0,2021/05/10 12:56:27
Lewis County,2021-01-03,17,0,2,1,4,6,4,0,2021/05/10 12:56:27
Lewis County,2021-01-10,22,0,1,4,5,10,2,0,2021/05/10 12:56:27
Lewis County,2021-01-17,12,0,0,2,3,4,3,0,2021/05/10 12:56:27
Lewis County,2021-01-24,9,0,1,0,2,5,1,0,2021/05/10 12:56:27
Lewis County,2021-01-31,16,0,1,1,1,8,5,0,2021/05/10 12:56:27
Lewis County,2021-02-07,10,0,1,1,2,5,1,0,2021/05/10 12:56:27
Lewis County,2021-02-14,13,0,2,1,1,4,5,0,2021/05/10 12:56:27
Lewis County,2021-02-21,5,0,0,1,2,1,1,0,2021/05/10 12:56:27
Lewis County,2021-02-28,10,0,1,0,2,7,0,0,2021/05/10 12:56:27
Lewis County,2021-03-07,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Lewis County,2021-03-14,4,0,0,1,0,2,1,0,2021/05/10 12:56:27
Lewis County,2021-03-21,4,0,0,0,2,0,2,0,2021/05/10 12:56:27
Lewis County,2021-03-28,10,0,1,0,5,1,3,0,2021/05/10 12:56:27
Lewis County,2021-04-04,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Lewis County,2021-04-11,8,1,0,2,3,2,0,0,2021/05/10 12:56:27
Lewis County,2021-04-18,6,1,0,1,1,3,0,0,2021/05/10 12:56:27
Lewis County,2021-04-25,5,0,1,1,1,1,1,0,2021/05/10 12:56:27
Lewis County,2021-05-02,12,0,1,2,4,2,3,0,2021/05/10 12:56:27
Lincoln County,2020-07-26,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2020-08-09,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2020-09-20,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2020-11-08,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Lincoln County,2020-11-22,4,0,0,1,1,1,1,0,2021/05/10 12:56:27
Lincoln County,2020-11-29,2,0,0,1,0,0,1,0,2021/05/10 12:56:27
Lincoln County,2020-12-06,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lincoln County,2020-12-13,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2021-01-10,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Lincoln County,2021-01-24,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2021-02-07,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lincoln County,2021-02-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2021-02-21,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lincoln County,2021-04-11,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Lincoln County,2021-04-18,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Lincoln County,2021-04-25,4,0,0,1,0,3,0,0,2021/05/10 12:56:27
Lincoln County,2021-05-02,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Mason County,2020-03-29,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,2020-04-12,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Mason County,2020-04-19,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,2020-05-31,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,2020-06-28,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,2020-07-19,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,2020-07-26,4,1,0,0,2,1,0,0,2021/05/10 12:56:27
Mason County,2020-08-02,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Mason County,2020-08-09,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,2020-08-16,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,2020-08-23,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Mason County,2020-08-30,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,2020-09-06,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,2020-09-13,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Mason County,2020-09-20,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Mason County,2020-09-27,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Mason County,2020-10-04,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Mason County,2020-10-25,4,0,1,0,2,1,0,0,2021/05/10 12:56:27
Mason County,2020-11-01,3,0,2,0,0,1,0,0,2021/05/10 12:56:27
Mason County,2020-11-08,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Mason County,2020-11-15,5,0,0,1,2,1,1,0,2021/05/10 12:56:27
Mason County,2020-11-22,5,0,0,2,1,0,2,0,2021/05/10 12:56:27
Mason County,2020-11-29,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Mason County,2020-12-06,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Mason County,2020-12-13,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Mason County,2020-12-27,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Mason County,2021-01-03,7,1,1,0,3,0,2,0,2021/05/10 12:56:27
Mason County,2021-01-10,6,0,2,0,2,0,2,0,2021/05/10 12:56:27
Mason County,2021-01-17,3,0,0,0,3,0,0,0,2021/05/10 12:56:27
Mason County,2021-01-24,6,0,0,1,4,0,1,0,2021/05/10 12:56:27
Mason County,2021-01-31,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Mason County,2021-02-07,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,2021-02-21,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,2021-03-07,3,0,0,1,2,0,0,0,2021/05/10 12:56:27
Mason County,2021-03-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,2021-03-21,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Mason County,2021-03-28,5,0,0,0,2,1,2,0,2021/05/10 12:56:27
Mason County,2021-04-04,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,2021-04-11,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,2021-04-18,4,0,0,1,2,0,1,0,2021/05/10 12:56:27
Mason County,2021-04-25,5,0,1,1,0,1,2,0,2021/05/10 12:56:27
Okanogan County,2020-03-29,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-04-26,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-05-03,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-05-24,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-06-14,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-06-21,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-06-28,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-07-05,5,0,1,3,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-07-12,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-07-19,6,0,3,1,2,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-07-26,11,0,0,5,2,3,1,0,2021/05/10 12:56:27
Okanogan County,2020-08-02,6,0,0,1,4,0,1,0,2021/05/10 12:56:27
Okanogan County,2020-08-09,7,0,0,1,3,3,0,0,2021/05/10 12:56:27
Okanogan County,2020-08-16,3,0,1,0,1,0,1,0,2021/05/10 12:56:27
Okanogan County,2020-09-06,3,0,0,0,2,0,1,0,2021/05/10 12:56:27
Okanogan County,2020-09-20,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-10-04,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-10-18,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-10-25,2,0,0,2,0,0,0,0,2021/05/10 12:56:27
Okanogan County,2020-11-01,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
