County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Okanogan County,2020-11-08,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2020-11-15,3,0,0,0,2,0,1,0,2021/05/10 12:56:27
Okanogan County,2020-11-22,6,0,1,0,3,1,1,0,2021/05/10 12:56:27
Okanogan County,2020-11-29,5,0,0,0,0,3,2,0,2021/05/10 12:56:27
Okanogan County,2020-12-06,12,0,2,0,1,7,2,0,2021/05/10 12:56:27
Okanogan County,2020-12-13,5,0,1,0,0,4,0,0,2021/05/10 12:56:27
Okanogan County,2020-12-20,6,0,0,0,2,4,0,0,2021/05/10 12:56:27
Okanogan County,2020-12-27,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-01-03,4,0,0,0,1,2,1,0,2021/05/10 12:56:27
Okanogan County,2021-01-10,4,0,0,0,1,1,2,0,2021/05/10 12:56:27
Okanogan County,2021-01-24,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-01-31,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Okanogan County,2021-02-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-02-28,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Okanogan County,2021-03-07,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-03-21,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-03-28,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,2021-04-04,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-04-18,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-04-25,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Okanogan County,2021-05-02,5,0,0,1,1,1,2,0,2021/05/10 12:56:27
Pacific County,2020-06-28,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Pacific County,2020-07-26,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-08-02,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-10-18,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Pacific County,2020-11-08,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Pacific County,2020-11-15,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-11-22,4,1,0,0,0,2,1,0,2021/05/10 12:56:27
Pacific County,2020-11-29,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-12-06,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-12-13,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Pacific County,2020-12-20,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2020-12-27,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2021-01-03,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2021-01-17,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pacific County,2021-01-24,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Pacific County,2021-02-28,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pacific County,2021-03-07,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Pacific County,2021-04-11,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,2021-04-18,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pacific County,2021-04-25,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Pacific County,2021-05-02,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-07-12,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-07-19,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-07-26,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-08-02,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-10-04,3,0,1,0,1,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-10-11,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-10-25,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-11-08,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-11-15,3,0,0,0,1,2,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-11-22,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Pend Oreille County,2020-11-29,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Pend Oreille County,2020-12-06,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Pend Oreille County,2020-12-13,4,0,0,1,2,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2020-12-20,4,0,0,1,1,0,2,0,2021/05/10 12:56:27
Pend Oreille County,2020-12-27,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-01-03,3,0,1,1,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-01-10,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-01-17,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-01-24,1,1,0,0,0,0,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-02-21,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Pend Oreille County,2021-02-28,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pend Oreille County,2021-03-14,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-04-11,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pend Oreille County,2021-04-25,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Pierce County,2020-01-26,4,0,1,0,2,1,0,0,2021/05/10 12:56:27
Pierce County,2020-02-02,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Pierce County,2020-02-09,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pierce County,2020-02-16,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Pierce County,2020-02-23,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Pierce County,2020-03-01,5,0,0,3,2,0,0,0,2021/05/10 12:56:27
Pierce County,2020-03-08,11,1,1,2,1,5,1,0,2021/05/10 12:56:27
Pierce County,2020-03-15,35,0,5,6,9,12,3,0,2021/05/10 12:56:27
Pierce County,2020-03-22,53,0,3,10,15,20,5,0,2021/05/10 12:56:27
Pierce County,2020-03-29,47,0,7,6,12,18,4,0,2021/05/10 12:56:27
Pierce County,2020-04-05,39,0,1,10,17,6,5,0,2021/05/10 12:56:27
Pierce County,2020-04-12,32,0,0,4,7,13,8,0,2021/05/10 12:56:27
Pierce County,2020-04-19,28,2,4,3,8,9,2,0,2021/05/10 12:56:27
Pierce County,2020-04-26,32,0,4,12,9,5,2,0,2021/05/10 12:56:27
Pierce County,2020-05-03,16,0,1,2,7,4,2,0,2021/05/10 12:56:27
Pierce County,2020-05-10,14,1,2,6,3,1,1,0,2021/05/10 12:56:27
Pierce County,2020-05-17,10,0,0,0,1,4,5,0,2021/05/10 12:56:27
Pierce County,2020-05-24,14,0,3,2,6,1,2,0,2021/05/10 12:56:27
Pierce County,2020-05-31,10,0,1,1,6,2,0,0,2021/05/10 12:56:27
Pierce County,2020-06-07,12,0,1,1,4,5,1,0,2021/05/10 12:56:27
Pierce County,2020-06-14,8,0,2,3,2,1,0,0,2021/05/10 12:56:27
Pierce County,2020-06-21,13,0,0,4,4,2,3,0,2021/05/10 12:56:27
Pierce County,2020-06-28,16,2,0,4,4,1,5,0,2021/05/10 12:56:27
Pierce County,2020-07-05,19,0,1,2,6,5,5,0,2021/05/10 12:56:27
Pierce County,2020-07-12,27,0,1,9,5,8,4,0,2021/05/10 12:56:27
Pierce County,2020-07-19,47,1,6,8,10,18,4,0,2021/05/10 12:56:27
Pierce County,2020-07-26,49,0,4,5,15,14,11,0,2021/05/10 12:56:27
Pierce County,2020-08-02,52,2,6,15,12,15,2,0,2021/05/10 12:56:27
Pierce County,2020-08-09,40,2,5,8,12,11,2,0,2021/05/10 12:56:27
Pierce County,2020-08-16,21,0,3,2,5,6,5,0,2021/05/10 12:56:27
Pierce County,2020-08-23,25,0,2,3,7,9,4,0,2021/05/10 12:56:27
Pierce County,2020-08-30,15,0,2,2,3,5,3,0,2021/05/10 12:56:27
Pierce County,2020-09-06,22,0,3,4,8,4,3,0,2021/05/10 12:56:27
Pierce County,2020-09-13,32,1,7,7,10,3,4,0,2021/05/10 12:56:27
Pierce County,2020-09-20,28,1,2,5,8,9,3,0,2021/05/10 12:56:27
Pierce County,2020-09-27,21,0,1,4,8,6,2,0,2021/05/10 12:56:27
Pierce County,2020-10-04,31,0,4,10,8,4,5,0,2021/05/10 12:56:27
Pierce County,2020-10-11,25,1,0,6,7,5,6,0,2021/05/10 12:56:27
Pierce County,2020-10-18,40,0,4,5,17,10,4,0,2021/05/10 12:56:27
Pierce County,2020-10-25,48,0,3,6,13,15,11,0,2021/05/10 12:56:27
Pierce County,2020-11-01,63,0,9,14,15,17,8,0,2021/05/10 12:56:27
Pierce County,2020-11-08,63,1,7,12,18,16,9,0,2021/05/10 12:56:27
Pierce County,2020-11-15,114,4,6,23,32,39,10,0,2021/05/10 12:56:27
Pierce County,2020-11-22,110,3,11,14,29,39,14,0,2021/05/10 12:56:27
Pierce County,2020-11-29,95,2,5,9,24,31,24,0,2021/05/10 12:56:27
Pierce County,2020-12-06,113,0,8,22,24,39,20,0,2021/05/10 12:56:27
Pierce County,2020-12-13,123,2,16,11,31,36,27,0,2021/05/10 12:56:27
Pierce County,2020-12-20,85,2,10,14,26,16,17,0,2021/05/10 12:56:27
Pierce County,2020-12-27,114,0,9,20,27,32,26,0,2021/05/10 12:56:27
Pierce County,2021-01-03,104,0,6,19,28,35,16,0,2021/05/10 12:56:27
Pierce County,2021-01-10,94,1,7,14,26,28,18,0,2021/05/10 12:56:27
Pierce County,2021-01-17,92,1,11,21,23,19,17,0,2021/05/10 12:56:27
Pierce County,2021-01-24,72,1,9,10,20,13,19,0,2021/05/10 12:56:27
Pierce County,2021-01-31,76,1,5,9,25,21,15,0,2021/05/10 12:56:27
Pierce County,2021-02-07,53,1,5,4,16,18,9,0,2021/05/10 12:56:27
Pierce County,2021-02-14,67,0,5,13,18,19,12,0,2021/05/10 12:56:27
Pierce County,2021-02-21,43,0,4,6,19,10,4,0,2021/05/10 12:56:27
Pierce County,2021-02-28,39,1,4,12,11,8,3,0,2021/05/10 12:56:27
Pierce County,2021-03-07,59,0,7,11,13,22,6,0,2021/05/10 12:56:27
Pierce County,2021-03-14,48,3,7,8,13,11,6,0,2021/05/10 12:56:27
Pierce County,2021-03-21,42,0,3,14,9,10,6,0,2021/05/10 12:56:27
Pierce County,2021-03-28,60,0,11,10,21,14,4,0,2021/05/10 12:56:27
Pierce County,2021-04-04,64,3,8,11,19,15,8,0,2021/05/10 12:56:27
Pierce County,2021-04-11,43,0,7,11,13,6,6,0,2021/05/10 12:56:27
Pierce County,2021-04-18,95,2,13,31,34,11,4,0,2021/05/10 12:56:27
Pierce County,2021-04-25,96,2,9,27,31,21,6,0,2021/05/10 12:56:27
Pierce County,2021-05-02,90,0,6,22,32,20,10,0,2021/05/10 12:56:27
Pierce County,2021-05-09,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
San Juan County,2020-03-15,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
San Juan County,2020-08-16,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
San Juan County,2020-11-15,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
San Juan County,2020-12-20,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
San Juan County,2021-01-10,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
San Juan County,2021-03-28,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,2020-03-08,2,0,1,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-03-15,4,0,0,0,0,1,3,0,2021/05/10 12:56:27
Skagit County,2020-03-22,8,0,0,0,4,4,0,0,2021/05/10 12:56:27
Skagit County,2020-03-29,8,0,0,1,5,0,2,0,2021/05/10 12:56:27
Skagit County,2020-04-05,3,0,0,1,1,1,0,0,2021/05/10 12:56:27
Skagit County,2020-04-12,11,0,1,3,3,3,1,0,2021/05/10 12:56:27
Skagit County,2020-04-19,4,0,1,1,0,1,1,0,2021/05/10 12:56:27
Skagit County,2020-04-26,4,0,1,1,1,1,0,0,2021/05/10 12:56:27
Skagit County,2020-05-03,3,0,0,0,2,0,1,0,2021/05/10 12:56:27
Skagit County,2020-05-10,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Skagit County,2020-05-17,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-06-07,3,0,2,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-06-14,2,0,1,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,2020-06-21,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-06-28,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Skagit County,2020-07-05,4,1,0,0,1,2,0,0,2021/05/10 12:56:27
Skagit County,2020-07-12,7,0,2,1,2,2,0,0,2021/05/10 12:56:27
Skagit County,2020-07-19,8,0,2,2,2,2,0,0,2021/05/10 12:56:27
Skagit County,2020-07-26,3,0,0,3,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-08-02,3,0,0,0,0,3,0,0,2021/05/10 12:56:27
Skagit County,2020-08-09,3,0,0,1,0,2,0,0,2021/05/10 12:56:27
Skagit County,2020-08-16,2,0,1,0,1,0,0,0,2021/05/10 12:56:27
Skagit County,2020-08-23,3,0,0,1,1,0,1,0,2021/05/10 12:56:27
Skagit County,2020-08-30,3,0,0,1,2,0,0,0,2021/05/10 12:56:27
Skagit County,2020-09-06,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,2020-09-13,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,2020-09-20,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Skagit County,2020-09-27,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,2020-10-11,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Skagit County,2020-10-18,3,0,0,1,0,0,2,0,2021/05/10 12:56:27
Skagit County,2020-10-25,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Skagit County,2020-11-01,3,0,0,0,1,1,1,0,2021/05/10 12:56:27
Skagit County,2020-11-08,11,0,2,3,2,3,1,0,2021/05/10 12:56:27
Skagit County,2020-11-15,15,0,0,2,1,8,4,0,2021/05/10 12:56:27
Skagit County,2020-11-22,5,0,0,0,2,1,2,0,2021/05/10 12:56:27
Skagit County,2020-11-29,14,0,0,3,4,5,2,0,2021/05/10 12:56:27
Skagit County,2020-12-06,12,2,0,1,3,6,0,0,2021/05/10 12:56:27
Skagit County,2020-12-13,11,0,0,3,2,4,2,0,2021/05/10 12:56:27
Skagit County,2020-12-20,10,0,1,1,2,5,1,0,2021/05/10 12:56:27
Skagit County,2020-12-27,8,0,0,0,3,2,3,0,2021/05/10 12:56:27
Skagit County,2021-01-03,11,1,0,0,3,3,4,0,2021/05/10 12:56:27
Skagit County,2021-01-10,9,0,1,0,1,5,2,0,2021/05/10 12:56:27
Skagit County,2021-01-17,12,1,0,2,2,6,1,0,2021/05/10 12:56:27
Skagit County,2021-01-24,8,0,0,0,2,4,2,0,2021/05/10 12:56:27
Skagit County,2021-01-31,7,0,1,1,2,2,1,0,2021/05/10 12:56:27
Skagit County,2021-02-07,6,0,0,1,3,2,0,0,2021/05/10 12:56:27
Skagit County,2021-02-14,7,0,0,0,3,3,1,0,2021/05/10 12:56:27
Skagit County,2021-02-21,6,0,0,3,1,2,0,0,2021/05/10 12:56:27
Skagit County,2021-02-28,7,0,1,0,2,3,1,0,2021/05/10 12:56:27
Skagit County,2021-03-07,3,0,1,0,0,1,1,0,2021/05/10 12:56:27
Skagit County,2021-03-14,3,0,1,0,1,1,0,0,2021/05/10 12:56:27
Skagit County,2021-03-21,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Skagit County,2021-03-28,4,0,0,2,2,0,0,0,2021/05/10 12:56:27
Skagit County,2021-04-04,3,0,0,1,1,0,1,0,2021/05/10 12:56:27
Skagit County,2021-04-11,5,0,2,0,2,1,0,0,2021/05/10 12:56:27
Skagit County,2021-04-18,13,0,1,0,5,3,4,0,2021/05/10 12:56:27
Skagit County,2021-04-25,11,1,0,3,3,2,2,0,2021/05/10 12:56:27
Skagit County,2021-05-02,6,1,3,0,1,0,1,0,2021/05/10 12:56:27
Skamania County,2020-03-29,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skamania County,2020-06-21,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Skamania County,2020-07-19,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Skamania County,2020-12-13,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Skamania County,2021-01-10,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skamania County,2021-04-04,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Skamania County,2021-04-18,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Snohomish County,2020-01-12,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Snohomish County,2020-01-19,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Snohomish County,2020-02-02,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Snohomish County,2020-02-09,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Snohomish County,2020-02-23,8,0,0,1,4,2,1,0,2021/05/10 12:56:27
Snohomish County,2020-03-01,24,0,2,4,7,7,4,0,2021/05/10 12:56:27
Snohomish County,2020-03-08,56,0,3,1,13,18,21,0,2021/05/10 12:56:27
Snohomish County,2020-03-15,83,0,4,6,26,29,18,0,2021/05/10 12:56:27
Snohomish County,2020-03-22,85,1,7,17,27,24,9,0,2021/05/10 12:56:27
Snohomish County,2020-03-29,84,0,8,12,23,21,20,0,2021/05/10 12:56:27
Snohomish County,2020-04-05,50,1,2,8,15,13,11,0,2021/05/10 12:56:27
Snohomish County,2020-04-12,38,1,4,2,13,8,10,0,2021/05/10 12:56:27
Snohomish County,2020-04-19,30,1,2,4,8,7,8,0,2021/05/10 12:56:27
Snohomish County,2020-04-26,28,0,2,5,2,9,10,0,2021/05/10 12:56:27
Snohomish County,2020-05-03,32,0,3,4,14,4,7,0,2021/05/10 12:56:27
Snohomish County,2020-05-10,18,0,0,4,2,4,8,0,2021/05/10 12:56:27
Snohomish County,2020-05-17,16,0,2,2,3,5,4,0,2021/05/10 12:56:27
Snohomish County,2020-05-24,14,1,2,3,2,6,0,0,2021/05/10 12:56:27
Snohomish County,2020-05-31,8,0,0,1,2,4,1,0,2021/05/10 12:56:27
Snohomish County,2020-06-07,14,0,0,2,7,5,0,0,2021/05/10 12:56:27
Snohomish County,2020-06-14,10,0,0,3,1,2,4,0,2021/05/10 12:56:27
Snohomish County,2020-06-21,13,0,3,3,4,2,1,0,2021/05/10 12:56:27
Snohomish County,2020-06-28,6,0,1,2,0,3,0,0,2021/05/10 12:56:27
Snohomish County,2020-07-05,16,1,1,3,8,0,3,0,2021/05/10 12:56:27
Snohomish County,2020-07-12,18,0,1,4,3,5,5,0,2021/05/10 12:56:27
Snohomish County,2020-07-19,16,0,2,4,3,2,5,0,2021/05/10 12:56:27
Snohomish County,2020-07-26,21,0,2,7,3,4,5,0,2021/05/10 12:56:27
Snohomish County,2020-08-02,24,0,0,5,8,6,5,0,2021/05/10 12:56:27
Snohomish County,2020-08-09,17,0,3,1,3,7,3,0,2021/05/10 12:56:27
Snohomish County,2020-08-16,19,1,2,2,7,5,2,0,2021/05/10 12:56:27
Snohomish County,2020-08-23,10,0,3,1,1,3,2,0,2021/05/10 12:56:27
Snohomish County,2020-08-30,17,0,3,3,3,4,4,0,2021/05/10 12:56:27
Snohomish County,2020-09-06,9,2,1,1,1,2,2,0,2021/05/10 12:56:27
Snohomish County,2020-09-13,8,0,0,0,2,1,5,0,2021/05/10 12:56:27
Snohomish County,2020-09-20,15,2,1,3,4,5,0,0,2021/05/10 12:56:27
Snohomish County,2020-09-27,16,1,1,3,7,2,2,0,2021/05/10 12:56:27
Snohomish County,2020-10-04,16,1,2,1,3,5,4,0,2021/05/10 12:56:27
Snohomish County,2020-10-11,32,0,1,6,5,12,8,0,2021/05/10 12:56:27
Snohomish County,2020-10-18,32,0,1,6,11,11,3,0,2021/05/10 12:56:27
Snohomish County,2020-10-25,29,0,4,5,7,10,3,0,2021/05/10 12:56:27
Snohomish County,2020-11-01,39,0,2,3,9,13,12,0,2021/05/10 12:56:27
Snohomish County,2020-11-08,49,0,2,7,14,17,9,0,2021/05/10 12:56:27
Snohomish County,2020-11-15,68,0,5,5,18,26,14,0,2021/05/10 12:56:27
Snohomish County,2020-11-22,87,1,1,17,24,23,21,0,2021/05/10 12:56:27
Snohomish County,2020-11-29,85,2,5,10,20,24,24,0,2021/05/10 12:56:27
Snohomish County,2020-12-06,94,1,7,13,27,32,14,0,2021/05/10 12:56:27
Snohomish County,2020-12-13,73,1,3,12,14,24,19,0,2021/05/10 12:56:27
Snohomish County,2020-12-20,92,3,8,8,17,34,22,0,2021/05/10 12:56:27
Snohomish County,2020-12-27,83,0,3,9,18,29,24,0,2021/05/10 12:56:27
Snohomish County,2021-01-03,65,0,5,8,10,19,23,0,2021/05/10 12:56:27
Snohomish County,2021-01-10,54,3,0,9,14,17,11,0,2021/05/10 12:56:27
Snohomish County,2021-01-17,42,1,3,2,10,12,14,0,2021/05/10 12:56:27
Snohomish County,2021-01-24,44,1,5,4,13,13,8,0,2021/05/10 12:56:27
Snohomish County,2021-01-31,37,3,1,7,13,9,4,0,2021/05/10 12:56:27
Snohomish County,2021-02-07,22,1,0,5,7,8,1,0,2021/05/10 12:56:27
Snohomish County,2021-02-14,25,0,3,4,7,9,2,0,2021/05/10 12:56:27
Snohomish County,2021-02-21,27,0,4,7,9,4,3,0,2021/05/10 12:56:27
Snohomish County,2021-02-28,18,0,2,5,3,6,2,0,2021/05/10 12:56:27
Snohomish County,2021-03-07,24,1,2,4,7,8,2,0,2021/05/10 12:56:27
Snohomish County,2021-03-14,19,1,1,1,5,8,3,0,2021/05/10 12:56:27
Snohomish County,2021-03-21,19,1,4,6,5,1,2,0,2021/05/10 12:56:27
Snohomish County,2021-03-28,35,1,5,10,15,4,0,0,2021/05/10 12:56:27
Snohomish County,2021-04-04,34,1,5,8,9,9,2,0,2021/05/10 12:56:27
Snohomish County,2021-04-11,54,3,6,10,20,10,5,0,2021/05/10 12:56:27
Snohomish County,2021-04-18,52,0,10,15,18,8,1,0,2021/05/10 12:56:27
Snohomish County,2021-04-25,60,0,8,18,15,15,4,0,2021/05/10 12:56:27
Snohomish County,2021-05-02,34,0,3,7,18,2,4,0,2021/05/10 12:56:27
Snohomish County,2021-05-09,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Spokane County,2020-03-08,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Spokane County,2020-03-15,9,0,0,3,1,4,1,0,2021/05/10 12:56:27
Spokane County,2020-03-22,19,0,2,3,1,8,5,0,2021/05/10 12:56:27
Spokane County,2020-03-29,10,0,0,1,4,1,4,0,2021/05/10 12:56:27
Spokane County,2020-04-05,15,0,2,0,3,6,4,0,2021/05/10 12:56:27
Spokane County,2020-04-12,6,0,0,0,2,2,2,0,2021/05/10 12:56:27
Spokane County,2020-04-19,8,0,0,1,2,4,1,0,2021/05/10 12:56:27
Spokane County,2020-04-26,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Spokane County,2020-05-03,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Spokane County,2020-05-10,4,0,0,1,2,1,0,0,2021/05/10 12:56:27
Spokane County,2020-05-17,7,1,0,1,3,1,1,0,2021/05/10 12:56:27
Spokane County,2020-05-24,5,0,2,1,1,0,1,0,2021/05/10 12:56:27
Spokane County,2020-05-31,3,0,0,1,2,0,0,0,2021/05/10 12:56:27
Spokane County,2020-06-07,7,0,1,2,3,1,0,0,2021/05/10 12:56:27
Spokane County,2020-06-14,12,1,0,2,4,5,0,0,2021/05/10 12:56:27
Spokane County,2020-06-21,20,0,2,3,7,6,2,0,2021/05/10 12:56:27
Spokane County,2020-06-28,26,1,3,1,4,8,9,0,2021/05/10 12:56:27
Spokane County,2020-07-05,22,1,1,2,6,4,8,0,2021/05/10 12:56:27
Spokane County,2020-07-12,31,0,7,4,6,7,7,0,2021/05/10 12:56:27
Spokane County,2020-07-19,34,1,1,3,7,10,12,0,2021/05/10 12:56:27
Spokane County,2020-07-26,51,0,5,4,9,16,17,0,2021/05/10 12:56:27
Spokane County,2020-08-02,35,1,2,2,10,8,12,0,2021/05/10 12:56:27
Spokane County,2020-08-09,16,0,2,3,6,3,2,0,2021/05/10 12:56:27
Spokane County,2020-08-16,19,1,2,4,4,4,4,0,2021/05/10 12:56:27
Spokane County,2020-08-23,26,0,5,1,5,8,7,0,2021/05/10 12:56:27
Spokane County,2020-08-30,13,0,3,2,3,5,0,0,2021/05/10 12:56:27
Spokane County,2020-09-06,25,0,2,5,5,7,6,0,2021/05/10 12:56:27
Spokane County,2020-09-13,37,0,2,4,12,12,7,0,2021/05/10 12:56:27
Spokane County,2020-09-20,34,1,3,1,8,11,10,0,2021/05/10 12:56:27
Spokane County,2020-09-27,26,1,2,6,4,11,2,0,2021/05/10 12:56:27
Spokane County,2020-10-04,28,0,1,1,8,15,3,0,2021/05/10 12:56:27
Spokane County,2020-10-11,41,2,4,3,12,10,10,0,2021/05/10 12:56:27
Spokane County,2020-10-18,37,1,0,6,4,18,8,0,2021/05/10 12:56:27
Spokane County,2020-10-25,59,1,5,6,16,21,10,0,2021/05/10 12:56:27
Spokane County,2020-11-01,57,0,4,7,17,18,11,0,2021/05/10 12:56:27
Spokane County,2020-11-08,74,1,4,12,17,24,16,0,2021/05/10 12:56:27
Spokane County,2020-11-15,73,1,11,5,22,24,10,0,2021/05/10 12:56:27
Spokane County,2020-11-22,101,0,5,13,24,41,18,0,2021/05/10 12:56:27
Spokane County,2020-11-29,99,2,10,8,26,32,21,0,2021/05/10 12:56:27
Spokane County,2020-12-06,92,1,10,9,9,37,26,0,2021/05/10 12:56:27
Spokane County,2020-12-13,79,2,10,6,13,28,20,0,2021/05/10 12:56:27
Spokane County,2020-12-20,98,2,3,16,26,25,26,0,2021/05/10 12:56:27
Spokane County,2020-12-27,95,3,13,8,17,30,24,0,2021/05/10 12:56:27
Spokane County,2021-01-03,106,1,9,15,15,37,29,0,2021/05/10 12:56:27
Spokane County,2021-01-10,88,3,4,12,15,32,22,0,2021/05/10 12:56:27
Spokane County,2021-01-17,81,2,5,11,23,21,19,0,2021/05/10 12:56:27
Spokane County,2021-01-24,64,4,9,8,12,20,11,0,2021/05/10 12:56:27
Spokane County,2021-01-31,53,0,3,8,16,12,14,0,2021/05/10 12:56:27
Spokane County,2021-02-07,40,0,9,3,8,12,8,0,2021/05/10 12:56:27
Spokane County,2021-02-14,37,0,5,4,8,11,9,0,2021/05/10 12:56:27
Spokane County,2021-02-21,33,1,5,5,9,11,2,0,2021/05/10 12:56:27
Spokane County,2021-02-28,27,0,1,3,11,7,5,0,2021/05/10 12:56:27
Spokane County,2021-03-07,37,0,3,5,12,12,5,0,2021/05/10 12:56:27
Spokane County,2021-03-14,30,2,3,3,11,9,2,0,2021/05/10 12:56:27
